Emotion,Text
fear,@leahgraceXO how is avocado on a sandwich?  Curious 2 try but don't wanna waste a sandwich lol...
sadness,"This sounds really predictable and usual but it was absolutely heart-rending at the time. My first lover (I was 15) just rang up one day and announced that he had found another woman. I never saw him again and it hurt because I was positive that it was \TRUE LOVE\"" !!"""
fear,"I was in about Grade 7, I came home from school one day and was told that my mother had skin cancer and would have to go to the hospital straight away."
joy,The worst RT @jcorsi10: oh &amp; i thought payday was today....its NEXT friday. 
joy,great preach this morning - thanks! @JamesMowle  #forever #withjesus
surprise,Bout to go visit my girl 
fear,@BigBigBen I have to agree with them; is control.. My life hasn't changed at all.. In fact I've had 3 pay rises this year :-)
joy,The army hadn't been too pleased about that little episode either . 
sadness,My godsister and @LOV3_Harmony called me weird because I said that is an emotion I experience very RARELY....
joy,Double barrel whisky sirloin :o x_x 
neutral, I did . 
joy,"Esperando a ! Venga joderrrrrrr , tic tac tic tac tic taccc ..."
sadness,Dropped my laptop and screen went blank while still on. Good news: computer and screen are fine. Bad news: lost 500 words of essay 
joy," Sounds interesting , I haven't gone boating for some time now , and what time ? "
fear,I had an accident in which I hurt my eye.  I was afraid of having injured it badly.
surprise,@k_diddddy someone has become the running joke of this household. (:  &quot; &quot;
sadness,Tired + Still ill + Bored....Whhhyyyyyy? 
joy,@charlieee91 is making me a cooked breakfast!! 
joy,Double french first thing 
surprise,That's fucked up. I would kill you RT @blo_mi: Just killed a spider and put it in my sisters bed 
joy,I really don't wanna go to school. Less than thirty days til Christmas break. 
joy,@getchiggiwithit @julezz123 @tay_holmes13 finally. done. with. HUCK. FINN.  essay=done!  :)  now back to ATPH. 
joy,"Pleasure can be no more than a gourmet 's appreciation for delicacies , whereas a happy person can readily settle for a much simpler diet . "
joy,"Cheers to Dec 1st! I can finally keep real butter in my fridge, eat the skin on my chicken &amp; no more battles over cheap Ikea furniture! "
surprise,Survived the dinner with the landlady. Actually turned into a political discussion ... 
anger,"When I tried to explain to a plumber, face to face, that the toilet was broken and he did not believe it (it had been mended ten times)."
sadness,"Dear BlackBerry App World, WHY is it that every single time I open you... YOU FREEZE MY BLACKBERRY???!!!  #ouff #wonder"
joy,Thanks to the scribblings of  my creative brain has started working again 
surprise,Don't have to go to work today! #lazyday
fear,"On a mountain tour, my girlfriend and I passed by an inn. Near the house there was a big dog which began to follow us. As my girlfriend is afraid of dogs, I had to draw his attention to me. He jumped towards my shoulders and wanted to play with me but I really did not like that."
joy, That's good . Do you live near here ? 
fear,"One itemised phone bill to Bedworth 's horrified mother ran to 34 pages of listed calls , the jury heard . "
anger,Anything worth is definitely worth sum #effort...#FACT
joy,"Never allow anyone to steal the JOY God has given you. Wife, Husband, Co-Worker, friends or family. (Psalm 16:11) Your is very precious"
fear,"It could well become agitated at the dispersal of the pigeons , turn its head towards the lights , and bark heatedly at the road workers . "
sadness, No . 
fear,Accountants inevitably greeted the court 's finding with some disquiet . 
anger,Thank you for making clear that I'm  I understand who truly is family.    
joy,"Mention of the press 's glee at the humiliation of the investigators behind this summer 's high-profile surveillance project Operation Blackbird , who were fooled by an obvious hoax , brings out Tarr 's own nascent conspiracy theory . "
joy," Oh , great ! I hope I can spend this Spring Festival with you here in Beijing . "
joy,"Delighted about Jim , apprehensive for Jasper , Alice lay for a long time awake in the silent room . "
sadness,"But Kirkwood , who was a particularly dejected figure after Monday 's decisive 1-0 defeat by Canada , injected some pride back into Irish ranks in the dying seconds when he flicked home the winner . "
joy,"Glitterati Zara leopard shirt tonight, lara bohinc boots + cheap monday jeans @mermhart and @tomellis17 on itt tomo with @RobbieSavage8 "
joy,Work work work 
sadness,I need to shave down there ao I can make sure I don't have a yeast infection... 
joy,just found out going to spend the 24th of December till the 2nd of January in  Faqra.. 
surprise,@brokawrachel wake up yaaaaa bum I'm picking you up in 45 minssss:) 
fear,You gain   and confidence by every experience in which you really stop to look in the face.~ E Roosevelt
joy,When  fell in love with my present girlfriend.
joy,You're between a rock and a grace place...May the Lord's countenance (His Joyous light) shine on u &amp; thru u. Psa. 89:15KJV 
anger,"I invited two friends. We should go out together. Those two girls kept talking about boys, chatting up etc. I bacame sick of it."
joy,She will give me a hard time about that night for the rest of my life 
joy,"Somehow she rose over her excitement , though , and concentrated all she could on the task at hand . "
anger,"@TJsnipes hahaha so pissed today, so pissed yesterday "
sadness,dam man I am mad losing my call of duty skills bro! 
anger,"A friend whom I had gone out of my way to do something for did not bother to acknowledge my efforts, and treated me badly thereafter."
joy,Some time ago I was present at the wedding party of two close friends of mine.
fear,fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear 
anger,I felt angry when my only pair of trousers was stolen and could not be able to find out who the thief was or anyone who knew about the story.
joy,haven't been paying much attn 2 my timeline these past few &amp; have been missing @r2the's tweets.  but she has my fav pic up again! 
joy,Snow? Snow. Snow! Snow.... (The realization that I'm going to have to walk across campus in it.) 
joy,@Chandler_Quick i'm coming back tomorrow afternooooon. then we can study the night away. 
anger,"About a month ago the Regional Council refused to pay my wife the due maternity benefit, because of bureaucratic reasons."
neutral, Nigerian . 
anger,"Hate having a lack of friends, if someone doesn't take me to see @MANN tonight I may go a litle crazy... #issues"
sadness,"The women wait anxiously and when the boat returns one of its crew has been lost , causing inconsolable grief to his young wife . "
fear,"I lived alone in a repulsive area in the city of Rotterdam. I was annoyed, heard a lot of Burglary and assaults. Especially in the evening and the night I frequently felt anxious."
joy,Last day working with Larry Moss. His stories and passion for the art of acting is inspirational 
joy,Giving my dog a bath. 
anger,I shouldn't be allowed to do anything when I'm sad or mad. Just makes the others get more hurt :s + #revenge = ?#*!?.
anger,When he saw this he was further enraged and started towards the seer with an axe . 
joy,Today has been full of great news 
surprise,"@andyj82294 @AmburMariex im telling you, we need to randomly show up at someones house and be like .......we decided to come over"
fear,"I was walking with another person when a \gang\"" separted us and pushed me in to a house, hit me in the stomach and the face, then they left - leaving me bleeding."""
neutral, Then stay away . No one is keeping you from doing that . 
anger,"When talking with my sister, she often ventilates prejudices, which my father also adheres."
surprise,Cottonwood liquor store is our states most profitable store? 
sadness,"3 days in Bed &amp; z current situation could only bring  #Tears #Heartaches #Nightmares,I hope i wont commit a Suicide.."
neutral, I ’ m awfully sorry to hear that . I ’ ll turn to it right away . 
joy,All my battles r surely handled properly &amp;  never by me ... it feels so good
anger,Fucking hate waiting in linee! :@ 
joy,"I do feel like a trip to Florida on such a gloomy day in New York , to enjoy the sunshine while lying on the beaches of Florida . "
joy,"I feel wonderful today. It's not happiness, it's &amp; I know exactly who's providing it. #ThankYouJesus"
shame,"They are not for those who insist that learning must be a serious business and who would feel embarrassed to be caught reading a ` comic book "" . "
neutral,You didn't ring me last night . You said you would . 
joy,"Winning a tight tennis match. One set to play, and the team was behind by 3 games. We won the last set 6-2 and won the match by a game."
sadness,"El Clasico is loaming over everybodies head but i'm for Real Madrid on this one,since well my team got knocked of UEFA. "
joy,Off to the barbars match at twickers today! Means into lab at 6am to get shit sorted 
joy,I could be at the beach right now with my uncle &amp; aunt. or at least with my bestfriend like usual. but nope I'm stuck in fucking Ohio. 
joy,@minamaya13 Olé! Olé!  'em feet! Rock the week! May your periphery someday be your center!  (centers!)  #newness Olé
